date,symbol,open_price,high_price,low_price,close_price,avg_price,total_volume,num_trades,mean_open_pos,max_open_pos,buy_volume,sell_volume,buy_count,sell_count,asset_class,daily_return,abs_return,price_range,relative_range,volume_per_trade,buy_share,direction_imbalance,normalized_close,month,weekday,weekday_name
2025-06-26,GLDRUBF,8307.1,8340.5,8295.3,8334.0,8321.076914408646,288751,19523,1589666.6810428726,1633194,125378,163373,9689,9834,Metal (Gold/RUB),0.3250270855904569,0.3250270855904569,45.20000000000073,0.542356611471091,14.79029862213799,0.434208020058805,0.06579197994119501,97.13173506136292,6,3,Thursday
2025-06-27,GLDRUBF,8266.9,8278.0,8181.6,8200.0,8216.816017276791,330141,33108,1668686.8584632112,1692806,131847,198294,14514,18594,Metal (Gold/RUB),-1.6078713702903813,1.6078713702903813,96.39999999999964,1.1756097560975565,9.971638274737224,0.3993657255536271,0.1006342744463729,95.56998170184497,6,4,Friday
2025-06-30,GLDRUBF,8228.0,8265.1,8190.8,8259.7,8221.667093078759,254839,20950,1635324.115131265,1664082,139484,115355,11225,9725,Metal (Gold/RUB),0.7280487804878222,0.7280487804878222,74.30000000000018,0.8995484097485401,12.164152744630071,0.5473416549272285,0.04734165492722853,96.26577778813767,6,0,Monday
2025-07-01,GLDRUBF,8310.0,8363.1,8285.1,8353.1,8336.527579588015,278779,21360,1569547.8586142322,1606606,154917,123862,13138,8222,Metal (Gold/RUB),1.1307916752424374,1.1307916752424374,78.0,0.9337850618333313,13.051451310861424,0.5556982412592053,0.055698241259205306,97.35434318947331,7,1,Tuesday
2025-07-02,GLDRUBF,8352.9,8415.4,8318.0,8405.0,8363.59732641398,198104,15223,1566420.3980818498,1589380,105391,92713,9023,6200,Metal (Gold/RUB),0.6213262142198639,0.6213262142198639,97.39999999999964,1.1588340273646596,13.013466465217105,0.531998344304002,0.03199834430400195,97.95923124439109,7,2,Wednesday
2025-07-03,GLDRUBF,8405.0,8435.0,8335.0,8366.7,8386.319167138454,202460,15897,1585793.3269170283,1591074,95666,106794,7332,8565,Metal (Gold/RUB),-0.45568114217726663,0.45568114217726663,100.0,1.19521436169577,12.735736302447002,0.47251802825249434,0.027481971747505662,97.51284950058857,7,3,Thursday
2025-07-04,GLDRUBF,8386.0,8412.0,8344.2,8365.2,8378.455401297122,111622,9868,1572821.8923794082,1587534,56689,54933,4685,5183,Metal (Gold/RUB),-0.017928215425433436,0.017928215425433436,67.79999999999927,0.8105006455314789,11.311511957843535,0.5078658329003243,0.007865832900324277,97.49536718686262,7,4,Friday
2025-07-07,GLDRUBF,8338.0,8338.0,8247.5,8317.9,8284.365055306636,444337,28568,1598652.0725287034,1667400,207494,236843,11611,16957,Metal (Gold/RUB),-0.5654377659828902,0.5654377659828902,90.5,1.0880150037870135,15.553661439372725,0.46697439105903854,0.03302560894096146,96.94409156070442,7,0,Monday
2025-07-08,GLDRUBF,8317.9,8318.0,8211.4,8250.0,8272.407132243685,208870,15479,1631460.3843917565,1673376,100591,108279,7543,7936,Metal (Gold/RUB),-0.8163118094711375,0.8163118094711375,106.60000000000036,1.2921212121212164,13.493765747141289,0.48159620816775983,0.01840379183224017,96.15272549270986,7,1,Tuesday
2025-07-09,GLDRUBF,8219.0,8300.0,8109.9,8276.4,8221.113313042499,305583,17742,1607140.2627663172,1626134,170430,135153,10489,7253,Metal (Gold/RUB),0.31999999999998696,0.31999999999998696,190.10000000000036,2.296892368662708,17.22370645924924,0.5577208156212878,0.057720815621287835,96.46041421428654,7,2,Wednesday
2025-07-10,GLDRUBF,8278.0,8298.5,8205.0,8244.8,8263.260374224976,144614,9032,1568913.967227635,1580932,71695,72919,4909,4123,Metal (Gold/RUB),-0.38180851577981345,0.38180851577981345,93.5,1.134048127304483,16.011293179805136,0.49576804458766094,0.004231955412339061,96.09212013845992,7,3,Thursday
